"","Summary","Text"
"220"," Buen té"," Me encanta el té fuerte, de calidad de cuerpo completo y, por lo general, beber assam, desayuno irlandés o té gris temprano, pero como el otro crítico señaló que el precio por libra puede ser desalentador. Así que he estado buscando un té de calidad de cuerpo completo que no era amargo a un precio más agradable, y esto sin duda se ajusta a la factura. Y a diferencia de algunos otros tés donde tienden a ser mejores en una forma u otra, es decir, helado vs caliente, este té es excelente en ambas formas. Sin duda recomendaría esto a cualquiera que prefiera ese té suave de calidad de cuerpo que no cuesta un brazo y una pierna. "
"221"," Un té fragante"," Bebo esta llanura de té (sin azúcar ni leche), y tiene un agradable aroma.<br /><br />El precio de Amazon es más barato que mi tienda de comestibles local.  Un crítico tiene razón, creo que tiene un poco de olor a hierbas para componer el aroma.  Así que la etiqueta ""Imperial Blend"" implicaba la hierba.<br /><br />No soy exactamente un bebedor de té negro, por lo que este té es una sorpresa, y asequible también.  Normalmente prefiero el té chino blanco, como la peonía blanca, pero es más caro, y requiere agua a temperatura más baja.  Pero esto es té negro, y este aroma me recuerda la 'suavidad' del té blanco. "
"222"," Mejor té Ahmad"," He probado una variedad de té Ahmad. No porque me guste especialmente esta marca, pero son más fáciles de encontrar.  La mezcla imperial, creo, es la más compleja pero bien equilibrada de todas las que he probado. Es todo el cuerpo como una buena taza de Assam, que de ninguna manera domina el delicioso y limpio sabor de Darjeerling, con una nota de larga duración de bergamota. Lo disfruto mejor por la noche. Le da un acabado satisfactorio y relajante a un día ajetreado.<br /><br />Para aquellos interesados en los detalles: Utilizo alrededor de 3 cucharaditas de té perdido en un infusor de acero inoxidable en una taza de 16 oz, lo dejo empinar en agua 208F durante 2-3 minutos, sacar el infusor, y beberlo sin azúcar o leche para saborear su sofisticación. "
"223"," Mi té favorito"," He probado literalmente docenas de tés desde que se introdujo a la costumbre rusa de preparar y beber té, y la mezcla Ahmad Imperial es probablemente mi favorito de todos estos debido al hecho de que es igualmente delicioso caliente o helado.  Compro los paquetes de tres según sea necesario de Amazon y los atravieso rápidamente. A mi familia le encanta y mis amigos lo tienen en sus casas ahora también, pruebe una caja de ella y también le encantará. "
"224"," ¡El mejor té de la historia!"," Es un té excelente.  Uno de los mejores que he tenido.  Es especialmente genial cuando lo preparas con un samovar. "
"225"," No un verdadero té"," Los aditivos herbarios en esta mezcla destruyen el sabor real del té. Es sólo para las personas que les gusta el sabor a hierbas. No. "
"226"," Delicioso"," Hace una comida sabrosa, súper fácil, rápido. PERO alto en calorías.<br /><br />Las instrucciones dicen que saltee las verduras primero, pero recomiendo cocinar el pollo primero. El pollo tarda más en cocinar y el pollo crudo en la parte superior de verduras sólo hace un lío viscoso. Lo hice sólo con guisantes de nieve y zanahorias. No me gusta el maíz.  Se han añadido unas hojuelas de pimiento rojo para calentar y se sirven encima del arroz.  ¡Salió maravilloso! Cena en la mesa en menos de 30 minutos. "
"227"," Mejor mezclador Bloody Mary"," Creo que he probado casi todos los mezcladores Bloody Mary en el mercado en un momento u otro.  La mayoría tiene demasiado azúcar o lo peor, jarabe de maíz.  Este mezclador es todo ingredientes naturales y muy sabroso. Tiene una pequeña patada. Disfrutar. "
"228"," Tmejor"," Puede ser un poco picante para algunos, pero esto es genial. Yo uso 1/2 y 1/2 con V8 para una versión más suave, o el mejor es un César Sangriento!<br />Media mezcla , medio clamato! "
"229"," Mcclures mezcla de María sangrienta"," Me llevó uno o dos acostumbrarme al sabor del pepinillo.  Pero ahora apuntar enganchado y tener que mantener una botella a mano "
"230"," Mal"," Este caramelo no es como se describe. El medio es casi duro no es un relleno sedoso o suave como se describe.<br />Se ve y sabe como si hubiera pasado su fecha de caducidad.<br />Nunca recomendaría esto. Pagó una buena porción de dinero por nada "
"231"," ¡Me encanta este té!"," Empecé a beber el té delgado de energía cuando estaba en la dieta HCG para ayudar a frenar los antojos. Ya que me gustó tan bien, probé algunos de los otros y ahora estoy enganchado!  Son tan satisfactorios que los bebo todo el tiempo.  La Energía te da ese pick-me-up extra en las tardes que me ayuda a mantenerme en marcha todo el día, no importa cuánto tiempo. "
"232"," Realmente ¡Buen sabor!"," Estoy probando varios de los tés Wu Yi. Me gusta este sobre todo por el sutil sabor cítrico. También tiene una dulzura natural.<br /><br />Los ingredientes incluyen té orgánico Wu-Li Cliff Oolong (700 mg), té negro orgánico (600 mg), extracto de té verde orgánico (100 mg), mezcla patentada (600 mg), además de algo de Ginseng (panax), cáscara de naranja, hierba de limón y guaraná. Otros Ingredientes: Sabores natuales de naranja y cítricos.<br /><br />Mi objetivo es beber más té y menos café. Estoy disfrutando probando un tipo diferente de té todos los días. Volveré a éste. "
"233"," Sólo dame un poco de sandaleón y sal marina de citron"," No puedo vivir sin este citron falksalt, es maravilloso en sandaleón, pescado, casi cualquier alimento que requiera sal y en mi mundo todo lo hace.  simplemente pruébalo en sanda sonando rojo jugoso, experiencia maravillosa. "
"234"," Muebles Sabor polaco"," ¡Terrible! Sabor artificial a limón, como Pledge Lemon Furniture Polish. No te hagas esto a ti mismo. Sólo usa sal de escamas y un poco de ralladura de limón rallado. "
"235"," Gran bañera o' sal"," ¡Estas cosas son enormes! Me encanta la forma en que los cristales crujen, y el sabor no es demasiado abrumador o demasiado sutil. Este sabor a limón es mi favorito, es bueno en casi todo. Tendrás mucha sal saborizada durante mucho tiempo si compras esto. "
"236"," El sabor es neutral, la cantidad es DECEITFUL!"," El sabor de estos panes planos cheddar blancoes es como una galleta normal - que no es malo, excepto que los compré porque quería un sabor de queso.<br /><br />¿Qué fue una enorme decepción? Qué engañoso es el embalaje de la caja. La foto en la caja (compré estos en la tienda) hace que parezca que está lleno de panes planos largos (ampliando la longitud y la anchura de la caja). ¡Incorrecto! La bandeja de plástico que sostiene las galletas es aproximadamente 2 ""más pequeña alrededor - dejándote con unos 15 panes planos pequeños.<br /><br />""br />Lo que también es malo sobre esto es que la compañía afirma que utilizan envases biodegradables y ecológicos. ¡Fallar! Se utiliza una caja ENORME para una ridículamente pequeña cantidad de galletas. No es respetuoso con el medio ambiente en absoluto.<br /><br />¿Compraría estos de nuevo? No, me siento estafado. Las otras galletas (como Sesame Tarragon) te dan un poco de<br />más bang por tu dinero y tienes más sabor. "
"237"," Eukanuba cachorro pequeña raza comida para perros"," Esta es la mejor comida para cachorros.  Los kibbles son ideales para razas pequeñas.  Alto en nutrientes digeribles en comparación con los rellenos que usan algunas empresas.  Menos residuos resultan de los ingredientes de alta calidad.  He estado cazando, entrenando, mostrando y manejando varias razas de perros durante casi 40 años, con múltiples Campeones Nacionales.  He estado muy satisfecho con la calidad de Eukanuba y los resultados que he obtenido alimentando sus alimentos.  Mis compras recientes son con WAG, a través de AMAZON.com.  Sus precios son los mejores que he encontrado y son muy buenos en el envío inmediatamente en artículos en stock. "
"238"," Alta calidad... Pero le dio a mi perro malvado Gas.."," La recomendación cuando compramos nuestros cachorros (mezcla lhasa/bichon y mezcla de lhasa/poodle) era que los continuamos con la comida que han tenido desde que se destetan. Esta es una comida un poco cara, así que no puedo decir que estábamos terriblemente contentos, pero nos cargamos en las cosas y nos dirigimos a casa.<br /><br />régame decir esto, he tenido perros pequeños antes. Nunca he visto tales problemas de gas. Ambos constantemente tenían falta Gas. Constantemente. Usualmente cuando están sentados en nuestras regazos pero, ya sabes. Son perros.<br /><br />Cuando conseguimos la primera bolsa de estas cosas, compramos más en Amazon. Fue un gran precio para que, ya que tenemos una bolsa de 40 libras por el precio de (creo) una bolsa de 15 libras en Petco. Pero. continuaron teniendo gasolina. Quiero decir, les encantaba la comida, no me malinterpreten y les encantó más cuando mezclamos un poco de agua y sería como comida blanda. De alguna manera eso empeoró su gas, pero creo que tendré que darle a eso responsable la velocidad con la que chowed hacia abajo- no puede culpar a la comida en sí por gluttony.<br /><br />Eventualmente, cambiamos su comida. No más pedos. Creo que fue debido al alto contenido de grasa que sin duda es necesario para los cachorros muy pequeños. Sólo necesitan eso en su dieta. Creo que se nos aconsejó mantenerlos en él durante mucho más tiempo del que era útil (dijeron hasta 1 año). Sí, claro, trata de lidiar con el gas por tanto tiempo. Alrededor de los 6 meses de edad cambiamos a PuppyChow. Mucho mejor. Por lo que no les gusta tanto, pero a los humanos nos gusta mucho mejor. "
"239"," Gran degustación de té verde y una gran oferta."," Un té verde muy delicado con un sabor suave y ligero y un sutil tono floral y sin regusto amargo.<br /><br />En los más de 20 años hemos estado bebiendo té Ahmad ni una sola vez nos hemos decepcionado. La excelente calidad de los tés Ahmad ha permanecido constante a lo largo de los años.<br /><br />Estoy muy feliz de encontrar tés Ahmad disponibles aquí (gracias Amazon!) porque sólo unas pocas tiendas lo llevan en mi área y están a bastantes millas de distancia. La oferta actual para el paquete de 6 es excelente (mucho más barato de lo que puedo encontrar localmente).<br /><br />¿Este es un gran té de degustación, que estoy feliz de recomendar. "
"240"," OMG mejor vientre de jalea de chocolate"," Fresco, una gran manera de conseguir un poco de chocolate en mi vida sin un millón de calorías. Saben como un budín de chocolate. "
"241"," Excelente suelto Té."," Si te gusta la variedad de té de Ceilán, sin duda disfrutarás y apreciarás este té.<br /><br />I is so happy to find Ahmad tés available here (gracias Amazon!) y muy sorprendido por la crítica negativa de 2009 porque en los más de 20 años hemos estado bebiendo tés Ahmad ni siquiera una vez hemos sido decepcionados. La excelente calidad de los tés Ahmad ha permanecido constante a lo largo de los años.<br /><br />La oferta actual para el paquete de 4 es muy buena (más barata de lo que puedo encontrar localmente).<br /><br />Altamente recomendado.<br /><br /><br />NOTA: La descripción de este listado es confusa. Cada paquete de té pesa 500 gramos, lo que equivale a 1,1 libras o 17,6 onzas. "
"242"," bien té caliente en cualquier momento"," He estado disfrutando de este té durante años.  Este té es buenos días, tardes o noches.  Mi tienda local salió de buisiness.... Gracias Amazon!  Utilizo una prensa de té bodum para preparar una olla. "
"243"," Mi taza de té todos los días"," Hola, tengo que tomar té negro todos los días. Lo he hecho en los últimos 25 años y es un hábito mío. El té Ahmad es una de mis marcas favoritas y lo recomiendo encarecidamente si te gusta el té negro. Creo que esto va a seguir siendo mi favorito durante los próximos 100 años más o menos :) "
"244"," Esto es lo que se obtiene en la tienda"," Lo he probado a pesar de la otra revisión y me pareció que este es exactamente el mismo té que compro en alimentos rusos o italianos. "
"245"," Ahmad Tea"," Ahmad Tea es un excelente té de hojas sueltas o para hacer té helado. Gran sabor sin postgusto persistente. "
"246"," Decepcionado"," He estado bebiendo este té durante los últimos 8 o 10 años, por lo general comprando una caja o dos cuando visito grandes áreas metropolitanas, donde muchas tiendas de Oriente Medio llevan tés Ahmad sueltos, por lo general a $5-7 por una caja de libras.  Siempre lo he considerado un té poco notable pero robusto, con suficiente aroma y sabor, y hermoso color rojizo, tal vez no lo suficientemente bueno como para beber por sí solo, pero una base decente para mezclas.<br />Este té, sin embargo, no es nada de eso. El paquete recién abierto casi no tiene olor característico al té, y el té elaborado es débil, plano e insípido.  De alguna manera simplemente ya no parece ser el mismo producto. Por lo tanto, se obtiene una gran cantidad de té por el dinero, pero la calidad es tal que usted podría también beber bolsas de Lipton, que no son mucho peor. "
"247"," ¡Maravilloso!"," Me encanta el amor este trato - es muy divertido elegir entre tantos! Tés, chocolates y sidras, así como muchos cafés. Los otros trajes que ensamblan muestreadores son aburridos - que hacen la elección, y de un rango mucho más estrecho. Los vendedores aquí son muy agradables, también, y responderá n.o de preguntas por correo electrónico sobre el método de pedido ligeramente confuso (es fácil). Si quieres un gran embalaje, olvídalo - se envían rápido, y los kups son simplemente sueltos en una caja. ¿A quién le importa? "
"248"," Mejor manera de comprar kcups"," Una vez que haya probado algunos paquetes de sampler al azar (y ahora están sobrecargados con descafeinados, negritas adicionales o tés), esta es una gran manera de obtener exactamente las marcas o estilo que desea.  Recibí el pedido en un par de días y fue exactamente lo que pedí.  Este fue mi segundo pedido y voy a pedir este artículo de nuevo. "
"249"," Delicioso"," buenos productos y envío rápido es igual a un feliz yo. un poco caro, pero se puede elegir a mano algunos buenos sabores... unos pocos i cant encontrar en ningún otro lugar tan def que vale la pena el precio "
"250"," te mantiene fuera de el dentest Silla"," Si se utiliza a diario mantendrá sus encías sanas y entre sus dientes limpios y libres de plack. "
"251"," ¡fenomenal!  Superfoods son súper fáciles!"," ¡Wow!  Este producto es muy impresionante. Compré el arándano 8oz y estaba satisfecho con el embalaje, el precio y el envío.  El polvo se disuelve instantáneamente.  ¡Incluso en el agua!  Acabo de mezclar una cucharadita y un vaso pequeño de agua por ahora y beberlo y sabe muy bien!, pero lo agregará a mis batidos y jugos jugos de frutas a continuación. Este producto es tan económico en comparación con la compra de arándanos frescos, especialmente porque no hay desperdicio debido al moho o bayas maduras desechadas.  Creo que podrías añadir esto a los alimentos horneados o no horneados también.  Estoy emocionado de añadir más de los SuperFoods a mi dieta de esta manera rápida y fácil. Definitivamente voy a probar los otros sabores pronto. "
"252"," Pok Chuletas"," Las chuletas de cerdo de Omaha Steaks eran muy sabrosas, pero al mismo tiempo excepcionalmente secas. El cerdo suele ser carne seca, pero éstas estaban al extremo. Posiblemente enviarlos congelados y mantenerlos congelados fue en parte el problema. "
"253"," Triste resultado"," Cinco minutos después, un tentáculo fue mordido, la pelota dentro se rompió por la mitad. No lo suficientemente duradero como para ser un juguete para perros. :( decepcionado. También el perro :(. "
"254"," Mejor disparo de energía para mí"," Soy sensible a los productos químicos, así como libre de azúcar. He estado usando este producto durante más de un año. Lo uso tal vez una vez a la semana como mucho. Bebo 1/2 la botella y luego aumentar mi energía después de una hora o dos dependiendo de cómo me siento. IMO esto no reemplaza mi café a.m. pero es dulce en la tarde temprano cuando empiezo a desvanecerse. De vez en cuando bebo una botella llena antes de un entrenamiento. Llevo años bebiendo tés Guayaki Yerba Mate. En comparación con los muchos refuerzos de energía tóxica por ahí recomiendo encarecidamente esto. Este producto está limpio y no deja las químicas desagradables en el cuerpo. Pruébalo antes de juzgar a partir de una revisión - el cuerpo de todos reacciona de manera diferente. "
"255"," No desperdicies tu dinero"," Me sentí energizado en cinco minutos, pero duró unos 45 minutos. Pagué $3.99 por esta bebida. Podría haber bebido una taza de café y haber ahorrado mi dinero. "
"256"," Si no puedes manejar la cafeína, esto no es para ti."," Sí, probablemente sea más saludable que 5 horas de energía o inyecciones de Starbucks, pero si estás buscando evitar una sobrecarga de cafeína, esto todavía no es para ti. La mayoría de las bebidas energéticas no se pueden hacer con una alta dosis de cafeína. Creo que el contenido de cafeína de 1 tiro de Guayaki es 150 mL - probablemente más bajo que otras bebidas de energía poco saludables, pero creo que la mayoría de las otras personas evitan las principales marcas b / c que contienen demasiada cafeína y / o azúcar. Si usted no reacciona bien a la cafeína, Guayaki no es una buena compra tampoco. Definitivamente siento un impulso de energía w / 1 disparo completo de Guayaki, pero no con todo el otro lado de la cafeína efectos - irritabilidad, nerviosismo, cambios de humor. La sobredosis de cafeína es la razón por la que dejé de beber café. Pero parece que incluso las bebidas energéticas orgánicas todavía no son seguras.<br /><br />Ahora no eres sensible a la cafeína, entonces es una gran compra. No está cargado con azúcar. El sabor es fácil y agradable. No está cargado con un montón de productos químicos como tiros de 5 horas o bebidas Starbucks. Y el impulso de energía dura alrededor de 4 a 5 horas. Toma alrededor de 5 a 7 minutos para poner en marcha, pero todo esto probablemente depende de su cuerpo / peso.<br /><br />Nota lateral - si desea sentirse energizado durante el día, tomar una bebida de proteína a primera hora de la mañana y mantenerse alejado para alimentos pesados, engordando durante el día que le hará sentir lento y somnoliento! "
"257"," YumDelicioso Yummier"," Estos amantes de las nueces del Valle de la Naturaleza Variety Pack era perfecto. Aunque no estaba seguro de la barra de mantequilla de maní, fue excelente. Me encantó la Almendra Asada, Pecanas Asadas y la Mantequilla de Cacahuete.<br /><br />Definitivamente compraré a este vendedor de nuevo. Envío rápido y muy fresco. "
"258"," Apesta como productos químicos"," Me gustaría haber leído esta evaluación antes de comprar DOS galones de este aceite para mis problemas de salud. Apesta como un olor a goma química. Este olor viene de la junta de goma negra en la tapa. Cuando llamé para informar de la situación a la compañía, Sabrina me dijo que tendría que pagar para enviarles una muestra para haber probado por un laboratorio. Increíble. Un buen servicio de atención al cliente indicaría que pagarían por el producto a devolver y me darían un reembolso completo, incluido el envío. El producto está defectuoso. Período. Nunca pediré algo de esta compañía de nuevo y no lo recomiendo a cualquier persona basada en este horrible servicio de atención al cliente y la falta de responsabilidad y propiedad. "
"259"," ¡Decepcionado!"," Este producto tiene un fuerte postgusto de Crayola crayons!<br /><br />Estoy en el proceso de probar diferentes marcas de aceites de coco con fines de cocción.  Al abrir el envase de plástico, el aroma de los crayones llena inmediatamente la habitación, y este sabor impregna el alimento que se cocina en él.<br /><br />Necesito que la fuente del problema sea el plástico utilizado en el envase de plástico ya que no he experimentado esto con ninguna de las otras marcas compradas.<br /><br />Hasta la fecha, mi aceite de coco favorito es distribuido por Barleans.  El sabor es fantástico.  Sin embargo, no suministran una bañera del tamaño de un galón, y el Dr. Mercola tiene el mejor producto en esa categoría de tamaño. "
"260"," Gran para el estilo de vida sin gluten!!"," Si esto se enviara a mi hermana, que sigue un plan de alimentación sin gluten y ella informa que es muy versátil y más fácil que moler almendras para una corteza crujiente en filetes de pollo y pescado. También se utiliza en lugar de migas de pan en el pastel de carne y albóndigas.  Se mantiene húmedo cuando se añade en lugar de harina de trigo en la cocción, también. Buen producto, buena relación calidad-precio. "
"261"," Mi perro ama estos"," Estos son saludables y mi mezcla Llasa, Terrier Tibetano los adora. Y están sanos y su aliento no huele y sus dientes están en buena forma debido a tales productos. Un gran producto saludable. "
"262"," Delicioso"," Una gran masticación saludable para mi beagle de 9 wk, Río. Le encanta el sabor y me gana el brazo. "
"263"," azúcar en la materia prima"," Realmente disfruto de este producto. Me costó mucho encontrarlo asequible en la tienda. Una vez que lo encontré no busco más, es el único azúcar que uso.  Muchas gracias. "
"264"," Problemas de fabricación Disminuyen el producto"," He utilizado y me gustó Sugar in the Raw durante muchos años, después de ser presentado a ella en un Starbucks. Mi compra más reciente, sin embargo, fue decepcionante. El azúcar era de color más claro y tenía un tamaño de cristal tal vez 1/4 del tamaño regular. Tener cristales grandes era algo que siempre me gustó mucho de Sugar in the Raw. Mejoró la calidad de las bebidas mixtas y de los lattes. Llamé a su línea directa para quejarse y me dijeron que habían tenido un problema con su reciente cultivo de azúcar y que el resultado fue menos melaza en el azúcar. Han tenido muchas quejas de naturaleza similar. Esto, afirmaron, también redujo el tamaño del cristal. Dijeron que este problema debería desaparecer con su cosecha más nueva. El Representante dijo que el azúcar de nuevo cultivo tendrá un código de fecha de 6-10 dígitos (sin espacios) que termina con un ""1"" y sin letras. Los dígitos finales son un código de fecha que utiliza el calendario juliano. (Mi reciente mala compra tuvo un espacio después de la secuencia inicial de números y luego terminó con un ""51A""). En resumen: su producto actual no es mucho mejor que los productos mucho más baratos. Cuando tengan una cosecha mejor, volveré a comprar azúcar en la materia prima. "
"265"," Buen producto, pero prácticas agrícolas terribles"," ""Azúcar en el crudo""(tm) Por favor cosecha caña w/o Burning<br />Para ser entregado a: HC&S<br />Querido ""Azúcar en el crudo"""",<br /><br />Nosotros que compramos su producto se preocupan por el medio ambiente. Y nos gustaría saber que a ti también te importa. Cuando se queman los campos de caña en Maui, se suma al CO2 y empeora el cambio climático. Y el humo de su quemadura está dañando los pulmones de sus trabajadores, los hijos de sus trabajadores y los residentes de Maui.<br /><br />We love your product y queremos que cambie a la cosecha sin quemaduras para que podamos seguir comprándolo, sabiendo que no estamos contribuyendo al calentamiento global y la enfermedad pulmonar.<br /><br />[...] "
"266"," Azúcar en bruto"," Me encanta este azúcar.  También obtengo azúcar de muscavado y ambos son geniales para usar en lugar de azúcar blanco regular. ¡Recomendar! "
"267"," Azúcar en bruto"," El producto es exactamente como se anuncia.  ¡Qué ahorro!  Al menos la mitad del precio de venta al público. Fácil de almacenar debido al embalaje individual. "
"268"," ¡¡¡¡Mentira!!!!"," Solía comprar este azúcar durante años. No como mucho azúcar, pero aún así. Este azúcar se llama azúcar turbinado, pero es engañoso. Elegí esta marca sólo porque dice azúcar turbinado real, y otras marcas (en la tienda de alimentos local) que su azúcar es marrón porque está coloreado con caramelo o algo.<br /><br />¿Cómo me enteré? Necesitaba un agua dulce hace unos días. Puse este Azúcar en La Cruda en el vaso. El agua se hizo marrón y en la parte inferior del vaso me dieron sólo PURE WHITE SUGAR CRYSTALS!!!!! ¡Qué pena para el productor! puedes tratar de poner este azúcar en tu boca y después de unos segundos también escupirás cristales blancos puros.<br /><br />me pregunto si los consumidores pueden responsabiliza a la empresa de tal práctica. "
"269"," Es Azúcar.."," Es sólo azúcar en bruto, su perfil de sabor es mucho mejor que el azúcar blanco y se supone que es mejor para usted o algo así. Ojalá las bolsas fueran resealables. "
"270"," Excelente pero no perfecto"," Es un azúcar delicioso. Tiene un bonito color marrón claro y un delicioso aroma. Pero los gránulos son bastante grandes, sin embargo - más grande que el azúcar refinado simple. Esto hace que sea difícil de cremar mantequilla y azúcar juntos. Pero si lo usas en una receta donde derretirás el azúcar primero antes de hornearlo, o si lo usas para preparar cerveza y planeas hervirlo para derretirlo, es un gran producto. Sería el azúcar perfecto si sólo los gránulos fueran un poco más finos. "
"271"," Buen producto"," Sólo uso azúcar cruda, parecía un poco más pequeño que los cristales normales, pero sigue siendo bueno. Compraré de nuevo. "
"272"," Nunca volverás a usar azúcar blanca."," Este azúcar es muy bueno.  Usa esto en tu café, cereales, etc. durante una semana y nunca volverás al azúcar blanco, el azúcar blanco tendrá un sabor terrible.  Además de lo que he leído, este azúcar crudo contiene una gran cantidad de minerales que faltan en nuestras dietas.<br /><br />El producto fue entregado rápido y bien empaquetado.  Mi única queja es el precio.  Desearía poder encontrar azúcar cruda más barata.  Estaría feliz de comprar a granel, pero este es el más barato que he encontrado. "
"273"," Gracias para el revisar Scott"," Pensé que era una gran compra, pero como señaló Scott D., el contenido de melaza no estaba a la altura.  Me encantó el contenido de melaza más alto ""Azúcar en el Raw"".  Desafortunadamente lo que compré recientemente no tiene el contenido de melaza más alto y tengo doce bolsas de 24 onzas.  Supongo que vigilaré la próxima cosecha. "
"274"," Gran"," Me encanta este azúcar y precio-sabio es mucho más barato comprar aquí en Amazon en comparación con cualquier otro lugar. "
"275"," ¡Azucar impresionante!"," Me encanta este azúcar. Sabe mucho mejor y no es tan dulce como el azúcar ""regular"". Lo hemos usado en bastantes artículos para hornear y siempre resultan muy buenos. El precio que Amazon tiene este conjunto en es muy bueno y hace que sea fácil de usar esto para cosas cotidianas. "
"276"," Gran producto - embalaje débil"," No puedo decir nada malo sobre Sugar in the Raw.  Me gusta más que los otros azúcares ""naturales"". Mejor consistencia y - sé que no importa - pero mejor color. Desafortunadamente, una de las bolsas de papel ""naturales"" se rompió un poco en la caja.  Si aún así lo desea, la caja estaba dañada, así que no puedo decir cómo sucedió, pero fue un poco de dolor para limpiar media bolsa que se derramó por todo el interior de la caja y nuestra cocina cuando la abrí.  No estoy seguro de cuál es la solución y la pediría de nuevo, pero si vuelve a suceder, cambiaría a una de las marcas que se envían en una bolsa de plástico antinatural. "
"277"," ¡Excelente!"," Gran servicio! Los artículos llegaron más rápido de lo esperado. ¡Muy eficiente! Volveré a usar a este vendedor. Recomiendo encarecidamente este vendedor! Gracias por el excelente servicio! "
"278"," Excelente para G/F"," Por favor, ignore los comentarios de una estrella, si revisa la bolsa el ingrediente principal es de hecho arroz integral integral y el segundo es la flor de arroz. Con cualquier cosa que esté libre de gluten tienes que añadir otro ""binder"" que es donde entra la harina de maíz. Para alguien que tiene celiaquía y no puede tener Sunchips, porque contienen trigo (un aglutinante clave para cualquier chip, galleta o cereal) este es un excelente producto. Mi cónyuge y yo compramos estos mucho porque son libres de gluten y absolutamente delicioso! "
"279"," ¡Increíble!"," ¡El mejor sabor de la historia!  ¡Soy adicto!  Todos son buenos, pero estos son de lejos los mejores.  ¡Podría vivir de esto!  Y ya no hay necesidad de decir.... "
"280"," Muy sabrosas patatas fritas!"," Muchos productos saludables no saben muy bien.  O sabe bien cuando primero los prueba y luego ir cuesta abajo.  He tenido estas papas fritas en más de una ocasión y son muy sabrosos.  Los he servido a los huéspedes dos veces y ambas veces querían saber qué eran y dónde conseguirlos. Hemos detectado un problema desconocido. pero me los comería de todos modos. "
"281"," Delicioso"," Encontré estas patatas fritas en nuestro WalMart y local pensé que les daría una oportunidad. Eran tan deliciosos que tal vez nunca vuelva a las fichas regulares, no es que yo fuera un gran fanático de las fichas de todos modos. El único problema es que puedo comer toda la bolsa en una sola sentada. ¡Le doy a estas patatas fritas un pulgar grande hacia arriba! "
"282"," Excelente sabor"," ¡Esta es una de las patatas fritas de mejor sabor que he comido! Sólo lo compro en ocasiones especiales porque sé que me comeré toda la bolsa. "
"283"," Sobre precio patatas fritas y carecen de sabor a arroz"," Pagué $1.79 por un pkg de 2 onzas de estos en el almuerzo de hoy. Los compré porque el arroz integral es un carbohidrato ""bueno"".  Tan pronto como probé uno y sabía como un chip de maíz revisé los ingredientes.  El nombre es engañoso - estos tienen ""Masa harina de maíz"" enumerado en los ingredientes y abruma el sabor.  No voy a comprar estos de nuevo - Puedo conseguir Sunchips por menos dinero y gusto similar. "
"284"," Rotel me ahorra a diario"," Yo uso el Rotel Mild y me encanta este producto tanto--me ahorra a diario.  Si usted está tratando de cocinar alimentos más bajos, más saludables y en un HURRY, esto hace que sea mucho más fácil.  ¿Alguna vez has notado que algunos tomates enlatados tienen un sabor raro de ""tin can"" cuando haces salsa spagehetti o lo que sea?  Por alguna razón este producto no tiene eso.  Sabe tan bien que puedes tirarlo con una lata de frijoles, calentar y comer.<br /><br />o añadir un poco de chile en polvo y ahora tienes sopa de chile.  También hago platos indios con esta, y salsa de espaguetis picantes.  También prefiero esto a la mayoría de mis salsas enlatadas, por lo que funciona para cosas como quesadillas si drenas el líquido.<br /><br />br />Ninguno de mis supermercados locales lo llevan en absoluto, ni lo hacen llevan cualquier cosa como él.  Así que tengo que pagar el precio inflado de Amazon para ordenar esto por el caso.  No me gusta que estoy pagando un precio más alto, pero me encanta amor amor el producto. "
"285"," es fabuloso, pero * no * de Amazon!"," el precio de este producto sin duda me llama la atención en la comunicación del precio de Amazon con las tiendas locales. Puedo conseguir una lata de este rotel en mi kroger local por $1. ¡Decepcionante! "
"286"," También Caro"," Hola y'all,<br /><br />el producto real es MUY bueno - calificaría el artículo un 4 en su propio. sin embargo, es sólo un dólar en el supermercado local y - veinte ocho+ dólares por paquete de doce - estos están ejecutando casi dos dólares y medio cada uno.<br /><br />como dije, DEMASIADO EXPENSIVO. [*sigh ...*] realmente esperaba conseguirlos a algo que se acercara al costo local.<br /><br />cuidar,<br />lee "
"287"," No lo suficientemente suave para mí lol"," No hay nada malo con el producto, pero tuve que mezclarlo con *muchos* de otros ingredientes para que sea comestible para mí. (En Texas me llamaron ""boca de bebé"" - no en alimentos muy picantes.) <br /><br />Para la comparación, me siento cómodo con la salsa mediana Tostitos. 1 lata de este Rotel más suave, mezclado con 2 latas ligeramente más grandes de tomates cortados en cubos, todavía estaba demasiado caliente para mí para usar como salsa para patatas fritas. Usé algo de esto para hacer una especie de pan de maíz del sudoeste que era bueno sin embargo. "
